#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.788E+01
4.000E-02,2.319E+01
6.000E-02,2.836E+01
8.000E-02,3.351E+01
1.000E-01,3.867E+01
1.200E-01,4.382E+01
1.400E-01,4.900E+01
1.600E-01,5.419E+01
1.800E-01,5.937E+01
2.000E-01,6.457E+01
2.200E-01,6.975E+01
2.400E-01,7.493E+01
2.600E-01,8.013E+01
2.800E-01,8.535E+01
3.000E-01,9.057E+01
3.200E-01,9.576E+01
3.400E-01,1.010E+02
3.600E-01,1.062E+02
3.800E-01,1.114E+02
4.000E-01,1.166E+02
4.200E-01,1.218E+02
4.400E-01,1.270E+02
4.600E-01,1.322E+02
4.800E-01,1.375E+02
5.000E-01,1.427E+02
5.200E-01,1.479E+02
5.400E-01,1.531E+02
5.600E-01,1.583E+02
5.800E-01,1.636E+02
6.000E-01,1.688E+02
6.200E-01,1.740E+02
6.400E-01,1.792E+02
6.600E-01,1.845E+02
6.800E-01,1.897E+02
7.000E-01,1.949E+02
7.200E-01,2.002E+02
7.400E-01,2.054E+02
7.600E-01,2.106E+02
7.800E-01,2.159E+02
8.000E-01,2.211E+02
8.200E-01,2.263E+02
8.400E-01,2.316E+02
8.600E-01,2.368E+02
8.800E-01,2.420E+02
9.000E-01,2.473E+02
9.200E-01,2.525E+02
9.400E-01,2.577E+02
9.600E-01,2.630E+02
9.800E-01,2.682E+02
1.000E+00,2.735E+02
1.020E+00,2.788E+02
1.040E+00,2.841E+02
1.060E+00,2.894E+02
1.080E+00,2.948E+02
1.100E+00,3.001E+02
1.120E+00,3.054E+02
1.140E+00,3.107E+02
1.160E+00,3.160E+02
1.180E+00,3.214E+02
1.200E+00,3.267E+02
1.220E+00,3.320E+02
1.240E+00,3.373E+02
1.260E+00,3.426E+02
1.280E+00,3.480E+02
1.300E+00,3.533E+02
1.320E+00,3.586E+02
1.340E+00,3.639E+02
1.360E+00,3.693E+02
1.380E+00,3.746E+02
1.400E+00,3.799E+02
1.420E+00,3.852E+02
1.440E+00,3.906E+02
1.460E+00,3.959E+02
1.480E+00,4.012E+02
1.500E+00,4.066E+02
1.520E+00,4.119E+02
1.540E+00,4.172E+02
1.560E+00,4.225E+02
1.580E+00,4.279E+02
1.600E+00,4.332E+02
1.620E+00,4.385E+02
1.640E+00,4.439E+02
1.660E+00,4.492E+02
1.680E+00,4.545E+02
1.700E+00,4.598E+02
1.720E+00,4.652E+02
1.740E+00,4.705E+02
1.760E+00,4.758E+02
1.780E+00,4.812E+02
1.800E+00,4.865E+02
1.820E+00,4.918E+02
1.840E+00,4.971E+02
1.860E+00,5.025E+02
1.880E+00,5.078E+02
1.900E+00,5.131E+02
1.920E+00,5.185E+02
1.940E+00,5.238E+02
1.960E+00,5.291E+02
1.980E+00,5.345E+02
2.000E+00,5.398E+02
