#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,3.535E+01
4.000E-02,2.264E+01
6.000E-02,1.830E+01
8.000E-02,1.617E+01
1.000E-01,1.494E+01
1.200E-01,1.416E+01
1.400E-01,1.365E+01
1.600E-01,1.329E+01
1.800E-01,1.304E+01
2.000E-01,1.287E+01
2.200E-01,1.274E+01
2.400E-01,1.265E+01
2.600E-01,1.259E+01
2.800E-01,1.256E+01
3.000E-01,1.253E+01
3.200E-01,1.252E+01
3.400E-01,1.252E+01
3.600E-01,1.253E+01
3.800E-01,1.254E+01
4.000E-01,1.256E+01
4.200E-01,1.258E+01
4.400E-01,1.261E+01
4.600E-01,1.263E+01
4.800E-01,1.266E+01
5.000E-01,1.269E+01
5.200E-01,1.273E+01
5.400E-01,1.276E+01
5.600E-01,1.279E+01
5.800E-01,1.283E+01
6.000E-01,1.286E+01
6.200E-01,1.290E+01
6.400E-01,1.293E+01
6.600E-01,1.297E+01
6.800E-01,1.301E+01
7.000E-01,1.304E+01
7.200E-01,1.308E+01
7.400E-01,1.311E+01
7.600E-01,1.315E+01
7.800E-01,1.318E+01
8.000E-01,1.322E+01
8.200E-01,1.325E+01
8.400E-01,1.328E+01
8.600E-01,1.332E+01
8.800E-01,1.335E+01
9.000E-01,1.339E+01
9.200E-01,1.342E+01
9.400E-01,1.345E+01
9.600E-01,1.348E+01
9.800E-01,1.351E+01
1.000E+00,1.354E+01
1.020E+00,1.358E+01
1.040E+00,1.361E+01
1.060E+00,1.363E+01
1.080E+00,1.366E+01
1.100E+00,1.369E+01
1.120E+00,1.372E+01
1.140E+00,1.375E+01
1.160E+00,1.378E+01
1.180E+00,1.380E+01
1.200E+00,1.383E+01
1.220E+00,1.386E+01
1.240E+00,1.388E+01
1.260E+00,1.391E+01
1.280E+00,1.393E+01
1.300E+00,1.396E+01
1.320E+00,1.398E+01
1.340E+00,1.401E+01
1.360E+00,1.403E+01
1.380E+00,1.405E+01
1.400E+00,1.408E+01
1.420E+00,1.410E+01
1.440E+00,1.412E+01
1.460E+00,1.414E+01
1.480E+00,1.416E+01
1.500E+00,1.419E+01
1.520E+00,1.421E+01
1.540E+00,1.423E+01
1.560E+00,1.425E+01
1.580E+00,1.427E+01
1.600E+00,1.429E+01
1.620E+00,1.431E+01
1.640E+00,1.433E+01
1.660E+00,1.435E+01
1.680E+00,1.437E+01
1.700E+00,1.439E+01
1.720E+00,1.441E+01
1.740E+00,1.443E+01
1.760E+00,1.445E+01
1.780E+00,1.446E+01
1.800E+00,1.448E+01
1.820E+00,1.450E+01
1.840E+00,1.452E+01
1.860E+00,1.453E+01
1.880E+00,1.455E+01
1.900E+00,1.457E+01
1.920E+00,1.459E+01
1.940E+00,1.460E+01
1.960E+00,1.462E+01
1.980E+00,1.464E+01
2.000E+00,1.465E+01
