#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,7.056E+01
4.000E-02,4.519E+01
6.000E-02,3.652E+01
8.000E-02,3.226E+01
1.000E-01,2.981E+01
1.200E-01,2.826E+01
1.400E-01,2.723E+01
1.600E-01,2.653E+01
1.800E-01,2.603E+01
2.000E-01,2.568E+01
2.200E-01,2.543E+01
2.400E-01,2.525E+01
2.600E-01,2.513E+01
2.800E-01,2.506E+01
3.000E-01,2.501E+01
3.200E-01,2.499E+01
3.400E-01,2.499E+01
3.600E-01,2.500E+01
3.800E-01,2.503E+01
4.000E-01,2.506E+01
4.200E-01,2.511E+01
4.400E-01,2.516E+01
4.600E-01,2.521E+01
4.800E-01,2.527E+01
5.000E-01,2.534E+01
5.200E-01,2.540E+01
5.400E-01,2.547E+01
5.600E-01,2.553E+01
5.800E-01,2.560E+01
6.000E-01,2.566E+01
6.200E-01,2.573E+01
6.400E-01,2.580E+01
6.600E-01,2.586E+01
6.800E-01,2.593E+01
7.000E-01,2.600E+01
7.200E-01,2.606E+01
7.400E-01,2.613E+01
7.600E-01,2.619E+01
7.800E-01,2.625E+01
8.000E-01,2.631E+01
8.200E-01,2.638E+01
8.400E-01,2.644E+01
8.600E-01,2.650E+01
8.800E-01,2.656E+01
9.000E-01,2.661E+01
9.200E-01,2.667E+01
9.400E-01,2.673E+01
9.600E-01,2.678E+01
9.800E-01,2.684E+01
1.000E+00,2.689E+01
1.020E+00,2.695E+01
1.040E+00,2.700E+01
1.060E+00,2.706E+01
1.080E+00,2.711E+01
1.100E+00,2.716E+01
1.120E+00,2.721E+01
1.140E+00,2.726E+01
1.160E+00,2.731E+01
1.180E+00,2.736E+01
1.200E+00,2.740E+01
1.220E+00,2.745E+01
1.240E+00,2.750E+01
1.260E+00,2.754E+01
1.280E+00,2.759E+01
1.300E+00,2.763E+01
1.320E+00,2.768E+01
1.340E+00,2.772E+01
1.360E+00,2.776E+01
1.380E+00,2.781E+01
1.400E+00,2.785E+01
1.420E+00,2.789E+01
1.440E+00,2.793E+01
1.460E+00,2.797E+01
1.480E+00,2.801E+01
1.500E+00,2.805E+01
1.520E+00,2.809E+01
1.540E+00,2.813E+01
1.560E+00,2.816E+01
1.580E+00,2.820E+01
1.600E+00,2.824E+01
1.620E+00,2.828E+01
1.640E+00,2.831E+01
1.660E+00,2.835E+01
1.680E+00,2.838E+01
1.700E+00,2.842E+01
1.720E+00,2.845E+01
1.740E+00,2.849E+01
1.760E+00,2.852E+01
1.780E+00,2.855E+01
1.800E+00,2.859E+01
1.820E+00,2.862E+01
1.840E+00,2.865E+01
1.860E+00,2.868E+01
1.880E+00,2.871E+01
1.900E+00,2.875E+01
1.920E+00,2.878E+01
1.940E+00,2.881E+01
1.960E+00,2.884E+01
1.980E+00,2.887E+01
2.000E+00,2.890E+01
