#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,4.794E+02
4.000E-02,2.770E+02
6.000E-02,2.017E+02
8.000E-02,1.619E+02
1.000E-01,1.371E+02
1.200E-01,1.201E+02
1.400E-01,1.077E+02
1.600E-01,9.832E+01
1.800E-01,9.091E+01
2.000E-01,8.493E+01
2.200E-01,8.000E+01
2.400E-01,7.587E+01
2.600E-01,7.237E+01
2.800E-01,6.935E+01
3.000E-01,6.674E+01
3.200E-01,6.445E+01
3.400E-01,6.243E+01
3.600E-01,6.063E+01
3.800E-01,5.903E+01
4.000E-01,5.759E+01
4.200E-01,5.629E+01
4.400E-01,5.512E+01
4.600E-01,5.405E+01
4.800E-01,5.307E+01
5.000E-01,5.218E+01
5.200E-01,5.136E+01
5.400E-01,5.060E+01
5.600E-01,4.990E+01
5.800E-01,4.926E+01
6.000E-01,4.866E+01
6.200E-01,4.810E+01
6.400E-01,4.759E+01
6.600E-01,4.711E+01
6.800E-01,4.666E+01
7.000E-01,4.624E+01
7.200E-01,4.584E+01
7.400E-01,4.548E+01
7.600E-01,4.513E+01
7.800E-01,4.481E+01
8.000E-01,4.450E+01
8.200E-01,4.421E+01
8.400E-01,4.394E+01
8.600E-01,4.369E+01
8.800E-01,4.345E+01
9.000E-01,4.322E+01
9.200E-01,4.300E+01
9.400E-01,4.280E+01
9.600E-01,4.261E+01
9.800E-01,4.243E+01
1.000E+00,4.226E+01
1.020E+00,4.209E+01
1.040E+00,4.194E+01
1.060E+00,4.179E+01
1.080E+00,4.165E+01
1.100E+00,4.152E+01
1.120E+00,4.139E+01
1.140E+00,4.127E+01
1.160E+00,4.116E+01
1.180E+00,4.105E+01
1.200E+00,4.095E+01
1.220E+00,4.086E+01
1.240E+00,4.076E+01
1.260E+00,4.068E+01
1.280E+00,4.059E+01
1.300E+00,4.051E+01
1.320E+00,4.044E+01
1.340E+00,4.037E+01
1.360E+00,4.030E+01
1.380E+00,4.023E+01
1.400E+00,4.017E+01
1.420E+00,4.011E+01
1.440E+00,4.006E+01
1.460E+00,4.001E+01
1.480E+00,3.996E+01
1.500E+00,3.991E+01
1.520E+00,3.986E+01
1.540E+00,3.982E+01
1.560E+00,3.978E+01
1.580E+00,3.974E+01
1.600E+00,3.971E+01
1.620E+00,3.967E+01
1.640E+00,3.964E+01
1.660E+00,3.961E+01
1.680E+00,3.958E+01
1.700E+00,3.956E+01
1.720E+00,3.953E+01
1.740E+00,3.951E+01
1.760E+00,3.948E+01
1.780E+00,3.946E+01
1.800E+00,3.944E+01
1.820E+00,3.943E+01
1.840E+00,3.941E+01
1.860E+00,3.939E+01
1.880E+00,3.938E+01
1.900E+00,3.936E+01
1.920E+00,3.935E+01
1.940E+00,3.934E+01
1.960E+00,3.933E+01
1.980E+00,3.932E+01
2.000E+00,3.931E+01
