#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.226E+01
4.000E-02,1.583E+01
6.000E-02,1.929E+01
8.000E-02,2.273E+01
1.000E-01,2.617E+01
1.200E-01,2.960E+01
1.400E-01,3.306E+01
1.600E-01,3.652E+01
1.800E-01,3.997E+01
2.000E-01,4.344E+01
2.200E-01,4.689E+01
2.400E-01,5.035E+01
2.600E-01,5.381E+01
2.800E-01,5.729E+01
3.000E-01,6.077E+01
3.200E-01,6.423E+01
3.400E-01,6.770E+01
3.600E-01,7.117E+01
3.800E-01,7.465E+01
4.000E-01,7.813E+01
4.200E-01,8.160E+01
4.400E-01,8.508E+01
4.600E-01,8.856E+01
4.800E-01,9.204E+01
5.000E-01,9.552E+01
5.200E-01,9.900E+01
5.400E-01,1.025E+02
5.600E-01,1.060E+02
5.800E-01,1.094E+02
6.000E-01,1.129E+02
6.200E-01,1.164E+02
6.400E-01,1.199E+02
6.600E-01,1.234E+02
6.800E-01,1.269E+02
7.000E-01,1.303E+02
7.200E-01,1.338E+02
7.400E-01,1.373E+02
7.600E-01,1.408E+02
7.800E-01,1.443E+02
8.000E-01,1.478E+02
8.200E-01,1.513E+02
8.400E-01,1.548E+02
8.600E-01,1.583E+02
8.800E-01,1.617E+02
9.000E-01,1.652E+02
9.200E-01,1.687E+02
9.400E-01,1.722E+02
9.600E-01,1.757E+02
9.800E-01,1.792E+02
1.000E+00,1.827E+02
1.020E+00,1.863E+02
1.040E+00,1.898E+02
1.060E+00,1.933E+02
1.080E+00,1.969E+02
1.100E+00,2.004E+02
1.120E+00,2.040E+02
1.140E+00,2.075E+02
1.160E+00,2.111E+02
1.180E+00,2.146E+02
1.200E+00,2.182E+02
1.220E+00,2.217E+02
1.240E+00,2.253E+02
1.260E+00,2.288E+02
1.280E+00,2.324E+02
1.300E+00,2.359E+02
1.320E+00,2.395E+02
1.340E+00,2.430E+02
1.360E+00,2.466E+02
1.380E+00,2.501E+02
1.400E+00,2.537E+02
1.420E+00,2.572E+02
1.440E+00,2.608E+02
1.460E+00,2.643E+02
1.480E+00,2.679E+02
1.500E+00,2.714E+02
1.520E+00,2.750E+02
1.540E+00,2.785E+02
1.560E+00,2.821E+02
1.580E+00,2.856E+02
1.600E+00,2.892E+02
1.620E+00,2.927E+02
1.640E+00,2.963E+02
1.660E+00,2.998E+02
1.680E+00,3.034E+02
1.700E+00,3.070E+02
1.720E+00,3.105E+02
1.740E+00,3.141E+02
1.760E+00,3.176E+02
1.780E+00,3.212E+02
1.800E+00,3.247E+02
1.820E+00,3.283E+02
1.840E+00,3.318E+02
1.860E+00,3.354E+02
1.880E+00,3.389E+02
1.900E+00,3.425E+02
1.920E+00,3.460E+02
1.940E+00,3.496E+02
1.960E+00,3.532E+02
1.980E+00,3.567E+02
2.000E+00,3.603E+02
