#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,2.592E+02
4.000E-02,1.660E+02
6.000E-02,1.342E+02
8.000E-02,1.185E+02
1.000E-01,1.095E+02
1.200E-01,1.039E+02
1.400E-01,1.001E+02
1.600E-01,9.746E+01
1.800E-01,9.559E+01
2.000E-01,9.424E+01
2.200E-01,9.327E+01
2.400E-01,9.256E+01
2.600E-01,9.204E+01
2.800E-01,9.169E+01
3.000E-01,9.144E+01
3.200E-01,9.129E+01
3.400E-01,9.121E+01
3.600E-01,9.118E+01
3.800E-01,9.120E+01
4.000E-01,9.126E+01
4.200E-01,9.134E+01
4.400E-01,9.145E+01
4.600E-01,9.158E+01
4.800E-01,9.172E+01
5.000E-01,9.187E+01
5.200E-01,9.204E+01
5.400E-01,9.221E+01
5.600E-01,9.238E+01
5.800E-01,9.256E+01
6.000E-01,9.275E+01
6.200E-01,9.293E+01
6.400E-01,9.312E+01
6.600E-01,9.331E+01
6.800E-01,9.350E+01
7.000E-01,9.369E+01
7.200E-01,9.388E+01
7.400E-01,9.407E+01
7.600E-01,9.426E+01
7.800E-01,9.445E+01
8.000E-01,9.464E+01
8.200E-01,9.482E+01
8.400E-01,9.501E+01
8.600E-01,9.519E+01
8.800E-01,9.537E+01
9.000E-01,9.555E+01
9.200E-01,9.572E+01
9.400E-01,9.590E+01
9.600E-01,9.607E+01
9.800E-01,9.624E+01
1.000E+00,9.641E+01
1.020E+00,9.658E+01
1.040E+00,9.675E+01
1.060E+00,9.691E+01
1.080E+00,9.707E+01
1.100E+00,9.723E+01
1.120E+00,9.739E+01
1.140E+00,9.755E+01
1.160E+00,9.770E+01
1.180E+00,9.785E+01
1.200E+00,9.800E+01
1.220E+00,9.815E+01
1.240E+00,9.830E+01
1.260E+00,9.844E+01
1.280E+00,9.859E+01
1.300E+00,9.873E+01
1.320E+00,9.887E+01
1.340E+00,9.900E+01
1.360E+00,9.914E+01
1.380E+00,9.928E+01
1.400E+00,9.941E+01
1.420E+00,9.954E+01
1.440E+00,9.967E+01
1.460E+00,9.980E+01
1.480E+00,9.992E+01
1.500E+00,1.001E+02
1.520E+00,1.002E+02
1.540E+00,1.003E+02
1.560E+00,1.004E+02
1.580E+00,1.005E+02
1.600E+00,1.007E+02
1.620E+00,1.008E+02
1.640E+00,1.009E+02
1.660E+00,1.010E+02
1.680E+00,1.011E+02
1.700E+00,1.012E+02
1.720E+00,1.013E+02
1.740E+00,1.015E+02
1.760E+00,1.016E+02
1.780E+00,1.017E+02
1.800E+00,1.018E+02
1.820E+00,1.019E+02
1.840E+00,1.020E+02
1.860E+00,1.021E+02
1.880E+00,1.022E+02
1.900E+00,1.023E+02
1.920E+00,1.024E+02
1.940E+00,1.025E+02
1.960E+00,1.026E+02
1.980E+00,1.027E+02
2.000E+00,1.028E+02
