#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,3.893E+01
4.000E-02,2.591E+01
6.000E-02,2.158E+01
8.000E-02,1.953E+01
1.000E-01,1.839E+01
1.200E-01,1.771E+01
1.400E-01,1.728E+01
1.600E-01,1.701E+01
1.800E-01,1.684E+01
2.000E-01,1.674E+01
2.200E-01,1.668E+01
2.400E-01,1.666E+01
2.600E-01,1.665E+01
2.800E-01,1.667E+01
3.000E-01,1.670E+01
3.200E-01,1.674E+01
3.400E-01,1.678E+01
3.600E-01,1.683E+01
3.800E-01,1.689E+01
4.000E-01,1.694E+01
4.200E-01,1.700E+01
4.400E-01,1.706E+01
4.600E-01,1.713E+01
4.800E-01,1.719E+01
5.000E-01,1.725E+01
5.200E-01,1.731E+01
5.400E-01,1.738E+01
5.600E-01,1.744E+01
5.800E-01,1.750E+01
6.000E-01,1.756E+01
6.200E-01,1.762E+01
6.400E-01,1.767E+01
6.600E-01,1.773E+01
6.800E-01,1.778E+01
7.000E-01,1.784E+01
7.200E-01,1.789E+01
7.400E-01,1.794E+01
7.600E-01,1.800E+01
7.800E-01,1.805E+01
8.000E-01,1.810E+01
8.200E-01,1.814E+01
8.400E-01,1.819E+01
8.600E-01,1.824E+01
8.800E-01,1.828E+01
9.000E-01,1.833E+01
9.200E-01,1.837E+01
9.400E-01,1.841E+01
9.600E-01,1.846E+01
9.800E-01,1.850E+01
1.000E+00,1.854E+01
1.020E+00,1.859E+01
1.040E+00,1.863E+01
1.060E+00,1.867E+01
1.080E+00,1.870E+01
1.100E+00,1.874E+01
1.120E+00,1.878E+01
1.140E+00,1.882E+01
1.160E+00,1.886E+01
1.180E+00,1.889E+01
1.200E+00,1.893E+01
1.220E+00,1.896E+01
1.240E+00,1.900E+01
1.260E+00,1.903E+01
1.280E+00,1.906E+01
1.300E+00,1.910E+01
1.320E+00,1.913E+01
1.340E+00,1.916E+01
1.360E+00,1.919E+01
1.380E+00,1.922E+01
1.400E+00,1.925E+01
1.420E+00,1.928E+01
1.440E+00,1.931E+01
1.460E+00,1.934E+01
1.480E+00,1.937E+01
1.500E+00,1.940E+01
1.520E+00,1.943E+01
1.540E+00,1.945E+01
1.560E+00,1.948E+01
1.580E+00,1.951E+01
1.600E+00,1.954E+01
1.620E+00,1.956E+01
1.640E+00,1.959E+01
1.660E+00,1.961E+01
1.680E+00,1.964E+01
1.700E+00,1.966E+01
1.720E+00,1.969E+01
1.740E+00,1.971E+01
1.760E+00,1.974E+01
1.780E+00,1.976E+01
1.800E+00,1.978E+01
1.820E+00,1.981E+01
1.840E+00,1.983E+01
1.860E+00,1.985E+01
1.880E+00,1.987E+01
1.900E+00,1.990E+01
1.920E+00,1.992E+01
1.940E+00,1.994E+01
1.960E+00,1.996E+01
1.980E+00,1.998E+01
2.000E+00,2.000E+01
