#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.530E+03
4.000E-02,8.839E+02
6.000E-02,6.437E+02
8.000E-02,5.166E+02
1.000E-01,4.374E+02
1.200E-01,3.833E+02
1.400E-01,3.438E+02
1.600E-01,3.138E+02
1.800E-01,2.901E+02
2.000E-01,2.711E+02
2.200E-01,2.553E+02
2.400E-01,2.422E+02
2.600E-01,2.310E+02
2.800E-01,2.213E+02
3.000E-01,2.130E+02
3.200E-01,2.057E+02
3.400E-01,1.992E+02
3.600E-01,1.935E+02
3.800E-01,1.884E+02
4.000E-01,1.838E+02
4.200E-01,1.797E+02
4.400E-01,1.759E+02
4.600E-01,1.725E+02
4.800E-01,1.694E+02
5.000E-01,1.665E+02
5.200E-01,1.639E+02
5.400E-01,1.615E+02
5.600E-01,1.593E+02
5.800E-01,1.572E+02
6.000E-01,1.553E+02
6.200E-01,1.535E+02
6.400E-01,1.519E+02
6.600E-01,1.503E+02
6.800E-01,1.489E+02
7.000E-01,1.476E+02
7.200E-01,1.463E+02
7.400E-01,1.451E+02
7.600E-01,1.440E+02
7.800E-01,1.430E+02
8.000E-01,1.420E+02
8.200E-01,1.411E+02
8.400E-01,1.402E+02
8.600E-01,1.394E+02
8.800E-01,1.386E+02
9.000E-01,1.379E+02
9.200E-01,1.372E+02
9.400E-01,1.365E+02
9.600E-01,1.359E+02
9.800E-01,1.353E+02
1.000E+00,1.347E+02
1.020E+00,1.342E+02
1.040E+00,1.337E+02
1.060E+00,1.332E+02
1.080E+00,1.327E+02
1.100E+00,1.323E+02
1.120E+00,1.319E+02
1.140E+00,1.315E+02
1.160E+00,1.311E+02
1.180E+00,1.307E+02
1.200E+00,1.304E+02
1.220E+00,1.300E+02
1.240E+00,1.297E+02
1.260E+00,1.294E+02
1.280E+00,1.291E+02
1.300E+00,1.289E+02
1.320E+00,1.286E+02
1.340E+00,1.284E+02
1.360E+00,1.281E+02
1.380E+00,1.279E+02
1.400E+00,1.277E+02
1.420E+00,1.275E+02
1.440E+00,1.273E+02
1.460E+00,1.271E+02
1.480E+00,1.269E+02
1.500E+00,1.268E+02
1.520E+00,1.266E+02
1.540E+00,1.264E+02
1.560E+00,1.263E+02
1.580E+00,1.261E+02
1.600E+00,1.260E+02
1.620E+00,1.259E+02
1.640E+00,1.258E+02
1.660E+00,1.256E+02
1.680E+00,1.255E+02
1.700E+00,1.254E+02
1.720E+00,1.253E+02
1.740E+00,1.252E+02
1.760E+00,1.251E+02
1.780E+00,1.251E+02
1.800E+00,1.250E+02
1.820E+00,1.249E+02
1.840E+00,1.248E+02
1.860E+00,1.247E+02
1.880E+00,1.247E+02
1.900E+00,1.246E+02
1.920E+00,1.246E+02
1.940E+00,1.245E+02
1.960E+00,1.244E+02
1.980E+00,1.244E+02
2.000E+00,1.244E+02
