#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.946E+01
4.000E-02,1.295E+01
6.000E-02,1.079E+01
8.000E-02,9.764E+00
1.000E-01,9.196E+00
1.200E-01,8.855E+00
1.400E-01,8.642E+00
1.600E-01,8.507E+00
1.800E-01,8.421E+00
2.000E-01,8.369E+00
2.200E-01,8.340E+00
2.400E-01,8.328E+00
2.600E-01,8.327E+00
2.800E-01,8.335E+00
3.000E-01,8.349E+00
3.200E-01,8.368E+00
3.400E-01,8.391E+00
3.600E-01,8.416E+00
3.800E-01,8.444E+00
4.000E-01,8.472E+00
4.200E-01,8.502E+00
4.400E-01,8.532E+00
4.600E-01,8.563E+00
4.800E-01,8.594E+00
5.000E-01,8.626E+00
5.200E-01,8.657E+00
5.400E-01,8.688E+00
5.600E-01,8.719E+00
5.800E-01,8.750E+00
6.000E-01,8.780E+00
6.200E-01,8.810E+00
6.400E-01,8.840E+00
6.600E-01,8.870E+00
6.800E-01,8.899E+00
7.000E-01,8.927E+00
7.200E-01,8.956E+00
7.400E-01,8.984E+00
7.600E-01,9.011E+00
7.800E-01,9.038E+00
8.000E-01,9.065E+00
8.200E-01,9.091E+00
8.400E-01,9.117E+00
8.600E-01,9.143E+00
8.800E-01,9.168E+00
9.000E-01,9.193E+00
9.200E-01,9.218E+00
9.400E-01,9.242E+00
9.600E-01,9.266E+00
9.800E-01,9.289E+00
1.000E+00,9.312E+00
1.020E+00,9.337E+00
1.040E+00,9.360E+00
1.060E+00,9.383E+00
1.080E+00,9.404E+00
1.100E+00,9.426E+00
1.120E+00,9.447E+00
1.140E+00,9.468E+00
1.160E+00,9.488E+00
1.180E+00,9.509E+00
1.200E+00,9.528E+00
1.220E+00,9.548E+00
1.240E+00,9.567E+00
1.260E+00,9.586E+00
1.280E+00,9.604E+00
1.300E+00,9.622E+00
1.320E+00,9.640E+00
1.340E+00,9.658E+00
1.360E+00,9.675E+00
1.380E+00,9.692E+00
1.400E+00,9.709E+00
1.420E+00,9.726E+00
1.440E+00,9.742E+00
1.460E+00,9.758E+00
1.480E+00,9.774E+00
1.500E+00,9.790E+00
1.520E+00,9.805E+00
1.540E+00,9.820E+00
1.560E+00,9.836E+00
1.580E+00,9.850E+00
1.600E+00,9.865E+00
1.620E+00,9.879E+00
1.640E+00,9.894E+00
1.660E+00,9.908E+00
1.680E+00,9.922E+00
1.700E+00,9.935E+00
1.720E+00,9.949E+00
1.740E+00,9.962E+00
1.760E+00,9.975E+00
1.780E+00,9.988E+00
1.800E+00,1.000E+01
1.820E+00,1.001E+01
1.840E+00,1.003E+01
1.860E+00,1.004E+01
1.880E+00,1.005E+01
1.900E+00,1.006E+01
1.920E+00,1.008E+01
1.940E+00,1.009E+01
1.960E+00,1.010E+01
1.980E+00,1.011E+01
2.000E+00,1.012E+01
