#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.168E+02
4.000E-02,7.772E+01
6.000E-02,6.475E+01
8.000E-02,5.859E+01
1.000E-01,5.518E+01
1.200E-01,5.313E+01
1.400E-01,5.185E+01
1.600E-01,5.104E+01
1.800E-01,5.053E+01
2.000E-01,5.021E+01
2.200E-01,5.003E+01
2.400E-01,4.994E+01
2.600E-01,4.992E+01
2.800E-01,4.994E+01
3.000E-01,5.000E+01
3.200E-01,5.009E+01
3.400E-01,5.020E+01
3.600E-01,5.032E+01
3.800E-01,5.045E+01
4.000E-01,5.058E+01
4.200E-01,5.073E+01
4.400E-01,5.088E+01
4.600E-01,5.103E+01
4.800E-01,5.118E+01
5.000E-01,5.133E+01
5.200E-01,5.148E+01
5.400E-01,5.163E+01
5.600E-01,5.178E+01
5.800E-01,5.193E+01
6.000E-01,5.207E+01
6.200E-01,5.222E+01
6.400E-01,5.236E+01
6.600E-01,5.250E+01
6.800E-01,5.264E+01
7.000E-01,5.278E+01
7.200E-01,5.291E+01
7.400E-01,5.304E+01
7.600E-01,5.317E+01
7.800E-01,5.330E+01
8.000E-01,5.343E+01
8.200E-01,5.355E+01
8.400E-01,5.367E+01
8.600E-01,5.379E+01
8.800E-01,5.391E+01
9.000E-01,5.402E+01
9.200E-01,5.414E+01
9.400E-01,5.425E+01
9.600E-01,5.436E+01
9.800E-01,5.446E+01
1.000E+00,5.457E+01
1.020E+00,5.469E+01
1.040E+00,5.480E+01
1.060E+00,5.490E+01
1.080E+00,5.501E+01
1.100E+00,5.511E+01
1.120E+00,5.521E+01
1.140E+00,5.530E+01
1.160E+00,5.540E+01
1.180E+00,5.550E+01
1.200E+00,5.559E+01
1.220E+00,5.568E+01
1.240E+00,5.577E+01
1.260E+00,5.586E+01
1.280E+00,5.595E+01
1.300E+00,5.604E+01
1.320E+00,5.612E+01
1.340E+00,5.621E+01
1.360E+00,5.629E+01
1.380E+00,5.637E+01
1.400E+00,5.645E+01
1.420E+00,5.653E+01
1.440E+00,5.661E+01
1.460E+00,5.669E+01
1.480E+00,5.677E+01
1.500E+00,5.684E+01
1.520E+00,5.692E+01
1.540E+00,5.699E+01
1.560E+00,5.706E+01
1.580E+00,5.714E+01
1.600E+00,5.721E+01
1.620E+00,5.728E+01
1.640E+00,5.735E+01
1.660E+00,5.742E+01
1.680E+00,5.748E+01
1.700E+00,5.755E+01
1.720E+00,5.762E+01
1.740E+00,5.768E+01
1.760E+00,5.775E+01
1.780E+00,5.781E+01
1.800E+00,5.787E+01
1.820E+00,5.793E+01
1.840E+00,5.800E+01
1.860E+00,5.806E+01
1.880E+00,5.812E+01
1.900E+00,5.818E+01
1.920E+00,5.824E+01
1.940E+00,5.829E+01
1.960E+00,5.835E+01
1.980E+00,5.841E+01
2.000E+00,5.846E+01
