#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,2.416E+01
4.000E-02,3.122E+01
6.000E-02,3.811E+01
8.000E-02,4.497E+01
1.000E-01,5.185E+01
1.200E-01,5.871E+01
1.400E-01,6.562E+01
1.600E-01,7.253E+01
1.800E-01,7.944E+01
2.000E-01,8.638E+01
2.200E-01,9.328E+01
2.400E-01,1.002E+02
2.600E-01,1.071E+02
2.800E-01,1.141E+02
3.000E-01,1.210E+02
3.200E-01,1.280E+02
3.400E-01,1.349E+02
3.600E-01,1.418E+02
3.800E-01,1.488E+02
4.000E-01,1.558E+02
4.200E-01,1.627E+02
4.400E-01,1.697E+02
4.600E-01,1.766E+02
4.800E-01,1.836E+02
5.000E-01,1.905E+02
5.200E-01,1.975E+02
5.400E-01,2.044E+02
5.600E-01,2.114E+02
5.800E-01,2.184E+02
6.000E-01,2.254E+02
6.200E-01,2.323E+02
6.400E-01,2.393E+02
6.600E-01,2.462E+02
6.800E-01,2.532E+02
7.000E-01,2.602E+02
7.200E-01,2.672E+02
7.400E-01,2.741E+02
7.600E-01,2.811E+02
7.800E-01,2.881E+02
8.000E-01,2.951E+02
8.200E-01,3.021E+02
8.400E-01,3.090E+02
8.600E-01,3.160E+02
8.800E-01,3.230E+02
9.000E-01,3.300E+02
9.200E-01,3.370E+02
9.400E-01,3.439E+02
9.600E-01,3.509E+02
9.800E-01,3.579E+02
1.000E+00,3.649E+02
1.020E+00,3.720E+02
1.040E+00,3.791E+02
1.060E+00,3.862E+02
1.080E+00,3.933E+02
1.100E+00,4.004E+02
1.120E+00,4.075E+02
1.140E+00,4.146E+02
1.160E+00,4.217E+02
1.180E+00,4.288E+02
1.200E+00,4.359E+02
1.220E+00,4.430E+02
1.240E+00,4.500E+02
1.260E+00,4.571E+02
1.280E+00,4.642E+02
1.300E+00,4.713E+02
1.320E+00,4.784E+02
1.340E+00,4.855E+02
1.360E+00,4.926E+02
1.380E+00,4.997E+02
1.400E+00,5.068E+02
1.420E+00,5.139E+02
1.440E+00,5.210E+02
1.460E+00,5.281E+02
1.480E+00,5.353E+02
1.500E+00,5.424E+02
1.520E+00,5.495E+02
1.540E+00,5.566E+02
1.560E+00,5.637E+02
1.580E+00,5.708E+02
1.600E+00,5.779E+02
1.620E+00,5.850E+02
1.640E+00,5.921E+02
1.660E+00,5.992E+02
1.680E+00,6.063E+02
1.700E+00,6.134E+02
1.720E+00,6.205E+02
1.740E+00,6.276E+02
1.760E+00,6.347E+02
1.780E+00,6.418E+02
1.800E+00,6.489E+02
1.820E+00,6.560E+02
1.840E+00,6.631E+02
1.860E+00,6.703E+02
1.880E+00,6.774E+02
1.900E+00,6.845E+02
1.920E+00,6.916E+02
1.940E+00,6.987E+02
1.960E+00,7.058E+02
1.980E+00,7.129E+02
2.000E+00,7.200E+02
