#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,4.704E+01
4.000E-02,3.013E+01
6.000E-02,2.435E+01
8.000E-02,2.151E+01
1.000E-01,1.987E+01
1.200E-01,1.884E+01
1.400E-01,1.816E+01
1.600E-01,1.769E+01
1.800E-01,1.735E+01
2.000E-01,1.712E+01
2.200E-01,1.695E+01
2.400E-01,1.684E+01
2.600E-01,1.676E+01
2.800E-01,1.670E+01
3.000E-01,1.667E+01
3.200E-01,1.666E+01
3.400E-01,1.666E+01
3.600E-01,1.667E+01
3.800E-01,1.669E+01
4.000E-01,1.671E+01
4.200E-01,1.674E+01
4.400E-01,1.677E+01
4.600E-01,1.681E+01
4.800E-01,1.685E+01
5.000E-01,1.689E+01
5.200E-01,1.693E+01
5.400E-01,1.698E+01
5.600E-01,1.702E+01
5.800E-01,1.707E+01
6.000E-01,1.712E+01
6.200E-01,1.716E+01
6.400E-01,1.721E+01
6.600E-01,1.726E+01
6.800E-01,1.731E+01
7.000E-01,1.735E+01
7.200E-01,1.740E+01
7.400E-01,1.745E+01
7.600E-01,1.749E+01
7.800E-01,1.754E+01
8.000E-01,1.758E+01
8.200E-01,1.763E+01
8.400E-01,1.767E+01
8.600E-01,1.772E+01
8.800E-01,1.776E+01
9.000E-01,1.780E+01
9.200E-01,1.784E+01
9.400E-01,1.788E+01
9.600E-01,1.792E+01
9.800E-01,1.796E+01
1.000E+00,1.800E+01
1.020E+00,1.804E+01
1.040E+00,1.808E+01
1.060E+00,1.812E+01
1.080E+00,1.815E+01
1.100E+00,1.819E+01
1.120E+00,1.822E+01
1.140E+00,1.826E+01
1.160E+00,1.829E+01
1.180E+00,1.833E+01
1.200E+00,1.836E+01
1.220E+00,1.840E+01
1.240E+00,1.843E+01
1.260E+00,1.846E+01
1.280E+00,1.849E+01
1.300E+00,1.852E+01
1.320E+00,1.856E+01
1.340E+00,1.859E+01
1.360E+00,1.862E+01
1.380E+00,1.865E+01
1.400E+00,1.868E+01
1.420E+00,1.871E+01
1.440E+00,1.873E+01
1.460E+00,1.876E+01
1.480E+00,1.879E+01
1.500E+00,1.882E+01
1.520E+00,1.885E+01
1.540E+00,1.887E+01
1.560E+00,1.890E+01
1.580E+00,1.893E+01
1.600E+00,1.895E+01
1.620E+00,1.898E+01
1.640E+00,1.900E+01
1.660E+00,1.903E+01
1.680E+00,1.905E+01
1.700E+00,1.908E+01
1.720E+00,1.910E+01
1.740E+00,1.912E+01
1.760E+00,1.915E+01
1.780E+00,1.917E+01
1.800E+00,1.920E+01
1.820E+00,1.922E+01
1.840E+00,1.924E+01
1.860E+00,1.926E+01
1.880E+00,1.929E+01
1.900E+00,1.931E+01
1.920E+00,1.933E+01
1.940E+00,1.935E+01
1.960E+00,1.937E+01
1.980E+00,1.939E+01
2.000E+00,1.941E+01
