#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,5.562E+01
4.000E-02,7.205E+01
6.000E-02,8.818E+01
8.000E-02,1.043E+02
1.000E-01,1.204E+02
1.200E-01,1.365E+02
1.400E-01,1.528E+02
1.600E-01,1.690E+02
1.800E-01,1.852E+02
2.000E-01,2.015E+02
2.200E-01,2.177E+02
2.400E-01,2.340E+02
2.600E-01,2.503E+02
2.800E-01,2.666E+02
3.000E-01,2.830E+02
3.200E-01,2.993E+02
3.400E-01,3.155E+02
3.600E-01,3.319E+02
3.800E-01,3.482E+02
4.000E-01,3.646E+02
4.200E-01,3.809E+02
4.400E-01,3.972E+02
4.600E-01,4.136E+02
4.800E-01,4.299E+02
5.000E-01,4.463E+02
5.200E-01,4.626E+02
5.400E-01,4.790E+02
5.600E-01,4.953E+02
5.800E-01,5.117E+02
6.000E-01,5.281E+02
6.200E-01,5.445E+02
6.400E-01,5.608E+02
6.600E-01,5.772E+02
6.800E-01,5.936E+02
7.000E-01,6.099E+02
7.200E-01,6.263E+02
7.400E-01,6.427E+02
7.600E-01,6.592E+02
7.800E-01,6.756E+02
8.000E-01,6.920E+02
8.200E-01,7.084E+02
8.400E-01,7.248E+02
8.600E-01,7.412E+02
8.800E-01,7.576E+02
9.000E-01,7.740E+02
9.200E-01,7.904E+02
9.400E-01,8.068E+02
9.600E-01,8.232E+02
9.800E-01,8.396E+02
1.000E+00,8.561E+02
1.020E+00,8.727E+02
1.040E+00,8.894E+02
1.060E+00,9.061E+02
1.080E+00,9.227E+02
1.100E+00,9.394E+02
1.120E+00,9.561E+02
1.140E+00,9.728E+02
1.160E+00,9.894E+02
1.180E+00,1.006E+03
1.200E+00,1.023E+03
1.220E+00,1.039E+03
1.240E+00,1.056E+03
1.260E+00,1.073E+03
1.280E+00,1.090E+03
1.300E+00,1.106E+03
1.320E+00,1.123E+03
1.340E+00,1.140E+03
1.360E+00,1.156E+03
1.380E+00,1.173E+03
1.400E+00,1.190E+03
1.420E+00,1.206E+03
1.440E+00,1.223E+03
1.460E+00,1.240E+03
1.480E+00,1.256E+03
1.500E+00,1.273E+03
1.520E+00,1.290E+03
1.540E+00,1.306E+03
1.560E+00,1.323E+03
1.580E+00,1.340E+03
1.600E+00,1.357E+03
1.620E+00,1.373E+03
1.640E+00,1.390E+03
1.660E+00,1.407E+03
1.680E+00,1.423E+03
1.700E+00,1.440E+03
1.720E+00,1.457E+03
1.740E+00,1.473E+03
1.760E+00,1.490E+03
1.780E+00,1.507E+03
1.800E+00,1.524E+03
1.820E+00,1.540E+03
1.840E+00,1.557E+03
1.860E+00,1.574E+03
1.880E+00,1.590E+03
1.900E+00,1.607E+03
1.920E+00,1.624E+03
1.940E+00,1.640E+03
1.960E+00,1.657E+03
1.980E+00,1.674E+03
2.000E+00,1.691E+03
