#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.170E+02
4.000E-02,7.787E+01
6.000E-02,6.488E+01
8.000E-02,5.871E+01
1.000E-01,5.530E+01
1.200E-01,5.325E+01
1.400E-01,5.197E+01
1.600E-01,5.115E+01
1.800E-01,5.064E+01
2.000E-01,5.032E+01
2.200E-01,5.014E+01
2.400E-01,5.005E+01
2.600E-01,5.003E+01
2.800E-01,5.005E+01
3.000E-01,5.011E+01
3.200E-01,5.020E+01
3.400E-01,5.030E+01
3.600E-01,5.042E+01
3.800E-01,5.055E+01
4.000E-01,5.069E+01
4.200E-01,5.083E+01
4.400E-01,5.098E+01
4.600E-01,5.113E+01
4.800E-01,5.128E+01
5.000E-01,5.143E+01
5.200E-01,5.158E+01
5.400E-01,5.173E+01
5.600E-01,5.188E+01
5.800E-01,5.203E+01
6.000E-01,5.218E+01
6.200E-01,5.232E+01
6.400E-01,5.246E+01
6.600E-01,5.260E+01
6.800E-01,5.274E+01
7.000E-01,5.288E+01
7.200E-01,5.301E+01
7.400E-01,5.314E+01
7.600E-01,5.327E+01
7.800E-01,5.340E+01
8.000E-01,5.353E+01
8.200E-01,5.365E+01
8.400E-01,5.377E+01
8.600E-01,5.389E+01
8.800E-01,5.401E+01
9.000E-01,5.412E+01
9.200E-01,5.424E+01
9.400E-01,5.435E+01
9.600E-01,5.446E+01
9.800E-01,5.457E+01
1.000E+00,5.467E+01
1.020E+00,5.479E+01
1.040E+00,5.490E+01
1.060E+00,5.500E+01
1.080E+00,5.511E+01
1.100E+00,5.521E+01
1.120E+00,5.531E+01
1.140E+00,5.541E+01
1.160E+00,5.550E+01
1.180E+00,5.560E+01
1.200E+00,5.569E+01
1.220E+00,5.578E+01
1.240E+00,5.587E+01
1.260E+00,5.596E+01
1.280E+00,5.605E+01
1.300E+00,5.614E+01
1.320E+00,5.623E+01
1.340E+00,5.631E+01
1.360E+00,5.639E+01
1.380E+00,5.647E+01
1.400E+00,5.656E+01
1.420E+00,5.664E+01
1.440E+00,5.671E+01
1.460E+00,5.679E+01
1.480E+00,5.687E+01
1.500E+00,5.694E+01
1.520E+00,5.702E+01
1.540E+00,5.709E+01
1.560E+00,5.717E+01
1.580E+00,5.724E+01
1.600E+00,5.731E+01
1.620E+00,5.738E+01
1.640E+00,5.745E+01
1.660E+00,5.752E+01
1.680E+00,5.758E+01
1.700E+00,5.765E+01
1.720E+00,5.772E+01
1.740E+00,5.778E+01
1.760E+00,5.785E+01
1.780E+00,5.791E+01
1.800E+00,5.797E+01
1.820E+00,5.804E+01
1.840E+00,5.810E+01
1.860E+00,5.816E+01
1.880E+00,5.822E+01
1.900E+00,5.828E+01
1.920E+00,5.834E+01
1.940E+00,5.840E+01
1.960E+00,5.845E+01
1.980E+00,5.851E+01
2.000E+00,5.857E+01
