#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,2.145E+02
4.000E-02,1.428E+02
6.000E-02,1.190E+02
8.000E-02,1.076E+02
1.000E-01,1.014E+02
1.200E-01,9.760E+01
1.400E-01,9.519E+01
1.600E-01,9.362E+01
1.800E-01,9.260E+01
2.000E-01,9.193E+01
2.200E-01,9.151E+01
2.400E-01,9.128E+01
2.600E-01,9.117E+01
2.800E-01,9.115E+01
3.000E-01,9.121E+01
3.200E-01,9.132E+01
3.400E-01,9.147E+01
3.600E-01,9.165E+01
3.800E-01,9.185E+01
4.000E-01,9.206E+01
4.200E-01,9.229E+01
4.400E-01,9.253E+01
4.600E-01,9.277E+01
4.800E-01,9.302E+01
5.000E-01,9.327E+01
5.200E-01,9.352E+01
5.400E-01,9.377E+01
5.600E-01,9.402E+01
5.800E-01,9.427E+01
6.000E-01,9.451E+01
6.200E-01,9.475E+01
6.400E-01,9.500E+01
6.600E-01,9.523E+01
6.800E-01,9.547E+01
7.000E-01,9.570E+01
7.200E-01,9.593E+01
7.400E-01,9.615E+01
7.600E-01,9.637E+01
7.800E-01,9.659E+01
8.000E-01,9.681E+01
8.200E-01,9.702E+01
8.400E-01,9.723E+01
8.600E-01,9.743E+01
8.800E-01,9.763E+01
9.000E-01,9.783E+01
9.200E-01,9.802E+01
9.400E-01,9.822E+01
9.600E-01,9.841E+01
9.800E-01,9.859E+01
1.000E+00,9.877E+01
1.020E+00,9.898E+01
1.040E+00,9.917E+01
1.060E+00,9.935E+01
1.080E+00,9.953E+01
1.100E+00,9.970E+01
1.120E+00,9.988E+01
1.140E+00,1.000E+02
1.160E+00,1.002E+02
1.180E+00,1.004E+02
1.200E+00,1.005E+02
1.220E+00,1.007E+02
1.240E+00,1.009E+02
1.260E+00,1.010E+02
1.280E+00,1.012E+02
1.300E+00,1.013E+02
1.320E+00,1.015E+02
1.340E+00,1.016E+02
1.360E+00,1.018E+02
1.380E+00,1.019E+02
1.400E+00,1.020E+02
1.420E+00,1.022E+02
1.440E+00,1.023E+02
1.460E+00,1.025E+02
1.480E+00,1.026E+02
1.500E+00,1.027E+02
1.520E+00,1.029E+02
1.540E+00,1.030E+02
1.560E+00,1.031E+02
1.580E+00,1.032E+02
1.600E+00,1.034E+02
1.620E+00,1.035E+02
1.640E+00,1.036E+02
1.660E+00,1.037E+02
1.680E+00,1.038E+02
1.700E+00,1.040E+02
1.720E+00,1.041E+02
1.740E+00,1.042E+02
1.760E+00,1.043E+02
1.780E+00,1.044E+02
1.800E+00,1.045E+02
1.820E+00,1.046E+02
1.840E+00,1.047E+02
1.860E+00,1.048E+02
1.880E+00,1.049E+02
1.900E+00,1.051E+02
1.920E+00,1.052E+02
1.940E+00,1.053E+02
1.960E+00,1.054E+02
1.980E+00,1.055E+02
2.000E+00,1.056E+02
