#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.066E+02
4.000E-02,6.130E+01
6.000E-02,4.444E+01
8.000E-02,3.538E+01
1.000E-01,2.968E+01
1.200E-01,2.576E+01
1.400E-01,2.287E+01
1.600E-01,2.067E+01
1.800E-01,1.892E+01
2.000E-01,1.750E+01
2.200E-01,1.632E+01
2.400E-01,1.533E+01
2.600E-01,1.448E+01
2.800E-01,1.375E+01
3.000E-01,1.311E+01
3.200E-01,1.255E+01
3.400E-01,1.205E+01
3.600E-01,1.160E+01
3.800E-01,1.120E+01
4.000E-01,1.084E+01
4.200E-01,1.051E+01
4.400E-01,1.021E+01
4.600E-01,9.937E+00
4.800E-01,9.685E+00
5.000E-01,9.452E+00
5.200E-01,9.237E+00
5.400E-01,9.038E+00
5.600E-01,8.853E+00
5.800E-01,8.680E+00
6.000E-01,8.519E+00
6.200E-01,8.368E+00
6.400E-01,8.226E+00
6.600E-01,8.093E+00
6.800E-01,7.968E+00
7.000E-01,7.851E+00
7.200E-01,7.739E+00
7.400E-01,7.634E+00
7.600E-01,7.535E+00
7.800E-01,7.441E+00
8.000E-01,7.351E+00
8.200E-01,7.266E+00
8.400E-01,7.185E+00
8.600E-01,7.108E+00
8.800E-01,7.035E+00
9.000E-01,6.965E+00
9.200E-01,6.899E+00
9.400E-01,6.835E+00
9.600E-01,6.774E+00
9.800E-01,6.716E+00
1.000E+00,6.660E+00
1.020E+00,6.606E+00
1.040E+00,6.555E+00
1.060E+00,6.506E+00
1.080E+00,6.459E+00
1.100E+00,6.413E+00
1.120E+00,6.370E+00
1.140E+00,6.328E+00
1.160E+00,6.287E+00
1.180E+00,6.249E+00
1.200E+00,6.211E+00
1.220E+00,6.175E+00
1.240E+00,6.140E+00
1.260E+00,6.107E+00
1.280E+00,6.074E+00
1.300E+00,6.043E+00
1.320E+00,6.013E+00
1.340E+00,5.984E+00
1.360E+00,5.956E+00
1.380E+00,5.928E+00
1.400E+00,5.902E+00
1.420E+00,5.877E+00
1.440E+00,5.852E+00
1.460E+00,5.828E+00
1.480E+00,5.805E+00
1.500E+00,5.783E+00
1.520E+00,5.761E+00
1.540E+00,5.740E+00
1.560E+00,5.719E+00
1.580E+00,5.700E+00
1.600E+00,5.680E+00
1.620E+00,5.662E+00
1.640E+00,5.644E+00
1.660E+00,5.626E+00
1.680E+00,5.609E+00
1.700E+00,5.593E+00
1.720E+00,5.577E+00
1.740E+00,5.561E+00
1.760E+00,5.546E+00
1.780E+00,5.531E+00
1.800E+00,5.517E+00
1.820E+00,5.503E+00
1.840E+00,5.490E+00
1.860E+00,5.476E+00
1.880E+00,5.464E+00
1.900E+00,5.451E+00
1.920E+00,5.439E+00
1.940E+00,5.427E+00
1.960E+00,5.416E+00
1.980E+00,5.405E+00
2.000E+00,5.394E+00
