#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.122E+03
4.000E-02,6.482E+02
6.000E-02,4.720E+02
8.000E-02,3.788E+02
1.000E-01,3.208E+02
1.200E-01,2.811E+02
1.400E-01,2.521E+02
1.600E-01,2.301E+02
1.800E-01,2.128E+02
2.000E-01,1.988E+02
2.200E-01,1.872E+02
2.400E-01,1.776E+02
2.600E-01,1.694E+02
2.800E-01,1.623E+02
3.000E-01,1.562E+02
3.200E-01,1.508E+02
3.400E-01,1.461E+02
3.600E-01,1.419E+02
3.800E-01,1.382E+02
4.000E-01,1.348E+02
4.200E-01,1.317E+02
4.400E-01,1.290E+02
4.600E-01,1.265E+02
4.800E-01,1.242E+02
5.000E-01,1.221E+02
5.200E-01,1.202E+02
5.400E-01,1.184E+02
5.600E-01,1.168E+02
5.800E-01,1.153E+02
6.000E-01,1.139E+02
6.200E-01,1.126E+02
6.400E-01,1.114E+02
6.600E-01,1.102E+02
6.800E-01,1.092E+02
7.000E-01,1.082E+02
7.200E-01,1.073E+02
7.400E-01,1.064E+02
7.600E-01,1.056E+02
7.800E-01,1.049E+02
8.000E-01,1.041E+02
8.200E-01,1.035E+02
8.400E-01,1.028E+02
8.600E-01,1.022E+02
8.800E-01,1.017E+02
9.000E-01,1.012E+02
9.200E-01,1.006E+02
9.400E-01,1.002E+02
9.600E-01,9.972E+01
9.800E-01,9.929E+01
1.000E+00,9.888E+01
1.020E+00,9.850E+01
1.040E+00,9.813E+01
1.060E+00,9.778E+01
1.080E+00,9.745E+01
1.100E+00,9.714E+01
1.120E+00,9.684E+01
1.140E+00,9.656E+01
1.160E+00,9.628E+01
1.180E+00,9.603E+01
1.200E+00,9.578E+01
1.220E+00,9.555E+01
1.240E+00,9.532E+01
1.260E+00,9.511E+01
1.280E+00,9.491E+01
1.300E+00,9.472E+01
1.320E+00,9.453E+01
1.340E+00,9.436E+01
1.360E+00,9.419E+01
1.380E+00,9.403E+01
1.400E+00,9.388E+01
1.420E+00,9.373E+01
1.440E+00,9.359E+01
1.460E+00,9.346E+01
1.480E+00,9.333E+01
1.500E+00,9.321E+01
1.520E+00,9.310E+01
1.540E+00,9.299E+01
1.560E+00,9.289E+01
1.580E+00,9.279E+01
1.600E+00,9.269E+01
1.620E+00,9.260E+01
1.640E+00,9.252E+01
1.660E+00,9.244E+01
1.680E+00,9.236E+01
1.700E+00,9.229E+01
1.720E+00,9.222E+01
1.740E+00,9.215E+01
1.760E+00,9.209E+01
1.780E+00,9.203E+01
1.800E+00,9.197E+01
1.820E+00,9.192E+01
1.840E+00,9.187E+01
1.860E+00,9.182E+01
1.880E+00,9.177E+01
1.900E+00,9.173E+01
1.920E+00,9.169E+01
1.940E+00,9.165E+01
1.960E+00,9.162E+01
1.980E+00,9.159E+01
2.000E+00,9.155E+01
