#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.105E+02
4.000E-02,7.080E+01
6.000E-02,5.722E+01
8.000E-02,5.054E+01
1.000E-01,4.670E+01
1.200E-01,4.428E+01
1.400E-01,4.267E+01
1.600E-01,4.156E+01
1.800E-01,4.078E+01
2.000E-01,4.023E+01
2.200E-01,3.984E+01
2.400E-01,3.957E+01
2.600E-01,3.938E+01
2.800E-01,3.926E+01
3.000E-01,3.918E+01
3.200E-01,3.915E+01
3.400E-01,3.915E+01
3.600E-01,3.917E+01
3.800E-01,3.920E+01
4.000E-01,3.925E+01
4.200E-01,3.931E+01
4.400E-01,3.938E+01
4.600E-01,3.945E+01
4.800E-01,3.953E+01
5.000E-01,3.962E+01
5.200E-01,3.971E+01
5.400E-01,3.980E+01
5.600E-01,3.989E+01
5.800E-01,3.998E+01
6.000E-01,4.008E+01
6.200E-01,4.017E+01
6.400E-01,4.026E+01
6.600E-01,4.036E+01
6.800E-01,4.045E+01
7.000E-01,4.055E+01
7.200E-01,4.064E+01
7.400E-01,4.073E+01
7.600E-01,4.082E+01
7.800E-01,4.092E+01
8.000E-01,4.101E+01
8.200E-01,4.110E+01
8.400E-01,4.118E+01
8.600E-01,4.127E+01
8.800E-01,4.136E+01
9.000E-01,4.144E+01
9.200E-01,4.153E+01
9.400E-01,4.161E+01
9.600E-01,4.169E+01
9.800E-01,4.177E+01
1.000E+00,4.185E+01
1.020E+00,4.194E+01
1.040E+00,4.201E+01
1.060E+00,4.209E+01
1.080E+00,4.217E+01
1.100E+00,4.224E+01
1.120E+00,4.232E+01
1.140E+00,4.239E+01
1.160E+00,4.246E+01
1.180E+00,4.253E+01
1.200E+00,4.260E+01
1.220E+00,4.267E+01
1.240E+00,4.274E+01
1.260E+00,4.281E+01
1.280E+00,4.288E+01
1.300E+00,4.294E+01
1.320E+00,4.301E+01
1.340E+00,4.307E+01
1.360E+00,4.314E+01
1.380E+00,4.320E+01
1.400E+00,4.326E+01
1.420E+00,4.332E+01
1.440E+00,4.338E+01
1.460E+00,4.344E+01
1.480E+00,4.350E+01
1.500E+00,4.356E+01
1.520E+00,4.362E+01
1.540E+00,4.367E+01
1.560E+00,4.373E+01
1.580E+00,4.379E+01
1.600E+00,4.384E+01
1.620E+00,4.390E+01
1.640E+00,4.395E+01
1.660E+00,4.400E+01
1.680E+00,4.405E+01
1.700E+00,4.411E+01
1.720E+00,4.416E+01
1.740E+00,4.421E+01
1.760E+00,4.426E+01
1.780E+00,4.431E+01
1.800E+00,4.436E+01
1.820E+00,4.441E+01
1.840E+00,4.445E+01
1.860E+00,4.450E+01
1.880E+00,4.455E+01
1.900E+00,4.460E+01
1.920E+00,4.464E+01
1.940E+00,4.469E+01
1.960E+00,4.473E+01
1.980E+00,4.478E+01
2.000E+00,4.482E+01
