#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.950E+01
4.000E-02,1.298E+01
6.000E-02,1.081E+01
8.000E-02,9.785E+00
1.000E-01,9.216E+00
1.200E-01,8.875E+00
1.400E-01,8.661E+00
1.600E-01,8.525E+00
1.800E-01,8.439E+00
2.000E-01,8.387E+00
2.200E-01,8.358E+00
2.400E-01,8.345E+00
2.600E-01,8.345E+00
2.800E-01,8.353E+00
3.000E-01,8.367E+00
3.200E-01,8.386E+00
3.400E-01,8.409E+00
3.600E-01,8.434E+00
3.800E-01,8.461E+00
4.000E-01,8.490E+00
4.200E-01,8.519E+00
4.400E-01,8.550E+00
4.600E-01,8.580E+00
4.800E-01,8.612E+00
5.000E-01,8.643E+00
5.200E-01,8.674E+00
5.400E-01,8.705E+00
5.600E-01,8.736E+00
5.800E-01,8.767E+00
6.000E-01,8.797E+00
6.200E-01,8.827E+00
6.400E-01,8.857E+00
6.600E-01,8.887E+00
6.800E-01,8.916E+00
7.000E-01,8.944E+00
7.200E-01,8.973E+00
7.400E-01,9.001E+00
7.600E-01,9.028E+00
7.800E-01,9.055E+00
8.000E-01,9.082E+00
8.200E-01,9.108E+00
8.400E-01,9.134E+00
8.600E-01,9.160E+00
8.800E-01,9.185E+00
9.000E-01,9.210E+00
9.200E-01,9.235E+00
9.400E-01,9.259E+00
9.600E-01,9.283E+00
9.800E-01,9.306E+00
1.000E+00,9.329E+00
1.020E+00,9.354E+00
1.040E+00,9.377E+00
1.060E+00,9.399E+00
1.080E+00,9.421E+00
1.100E+00,9.443E+00
1.120E+00,9.464E+00
1.140E+00,9.485E+00
1.160E+00,9.505E+00
1.180E+00,9.525E+00
1.200E+00,9.545E+00
1.220E+00,9.565E+00
1.240E+00,9.584E+00
1.260E+00,9.603E+00
1.280E+00,9.621E+00
1.300E+00,9.639E+00
1.320E+00,9.657E+00
1.340E+00,9.675E+00
1.360E+00,9.692E+00
1.380E+00,9.709E+00
1.400E+00,9.726E+00
1.420E+00,9.743E+00
1.440E+00,9.759E+00
1.460E+00,9.775E+00
1.480E+00,9.791E+00
1.500E+00,9.807E+00
1.520E+00,9.822E+00
1.540E+00,9.837E+00
1.560E+00,9.852E+00
1.580E+00,9.867E+00
1.600E+00,9.882E+00
1.620E+00,9.896E+00
1.640E+00,9.911E+00
1.660E+00,9.925E+00
1.680E+00,9.938E+00
1.700E+00,9.952E+00
1.720E+00,9.966E+00
1.740E+00,9.979E+00
1.760E+00,9.992E+00
1.780E+00,1.001E+01
1.800E+00,1.002E+01
1.820E+00,1.003E+01
1.840E+00,1.004E+01
1.860E+00,1.006E+01
1.880E+00,1.007E+01
1.900E+00,1.008E+01
1.920E+00,1.009E+01
1.940E+00,1.010E+01
1.960E+00,1.012E+01
1.980E+00,1.013E+01
2.000E+00,1.014E+01
