#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,1.824E+01
4.000E-02,2.355E+01
6.000E-02,2.873E+01
8.000E-02,3.388E+01
1.000E-01,3.904E+01
1.200E-01,4.419E+01
1.400E-01,4.937E+01
1.600E-01,5.455E+01
1.800E-01,5.974E+01
2.000E-01,6.494E+01
2.200E-01,7.011E+01
2.400E-01,7.530E+01
2.600E-01,8.050E+01
2.800E-01,8.571E+01
3.000E-01,9.094E+01
3.200E-01,9.613E+01
3.400E-01,1.013E+02
3.600E-01,1.065E+02
3.800E-01,1.118E+02
4.000E-01,1.170E+02
4.200E-01,1.222E+02
4.400E-01,1.274E+02
4.600E-01,1.326E+02
4.800E-01,1.378E+02
5.000E-01,1.431E+02
5.200E-01,1.483E+02
5.400E-01,1.535E+02
5.600E-01,1.587E+02
5.800E-01,1.639E+02
6.000E-01,1.692E+02
6.200E-01,1.744E+02
6.400E-01,1.796E+02
6.600E-01,1.848E+02
6.800E-01,1.901E+02
7.000E-01,1.953E+02
7.200E-01,2.005E+02
7.400E-01,2.058E+02
7.600E-01,2.110E+02
7.800E-01,2.162E+02
8.000E-01,2.215E+02
8.200E-01,2.267E+02
8.400E-01,2.319E+02
8.600E-01,2.372E+02
8.800E-01,2.424E+02
9.000E-01,2.476E+02
9.200E-01,2.529E+02
9.400E-01,2.581E+02
9.600E-01,2.634E+02
9.800E-01,2.686E+02
1.000E+00,2.738E+02
1.020E+00,2.792E+02
1.040E+00,2.845E+02
1.060E+00,2.898E+02
1.080E+00,2.951E+02
1.100E+00,3.004E+02
1.120E+00,3.058E+02
1.140E+00,3.111E+02
1.160E+00,3.164E+02
1.180E+00,3.217E+02
1.200E+00,3.270E+02
1.220E+00,3.324E+02
1.240E+00,3.377E+02
1.260E+00,3.430E+02
1.280E+00,3.483E+02
1.300E+00,3.537E+02
1.320E+00,3.590E+02
1.340E+00,3.643E+02
1.360E+00,3.696E+02
1.380E+00,3.750E+02
1.400E+00,3.803E+02
1.420E+00,3.856E+02
1.440E+00,3.909E+02
1.460E+00,3.963E+02
1.480E+00,4.016E+02
1.500E+00,4.069E+02
1.520E+00,4.123E+02
1.540E+00,4.176E+02
1.560E+00,4.229E+02
1.580E+00,4.282E+02
1.600E+00,4.336E+02
1.620E+00,4.389E+02
1.640E+00,4.442E+02
1.660E+00,4.495E+02
1.680E+00,4.549E+02
1.700E+00,4.602E+02
1.720E+00,4.655E+02
1.740E+00,4.709E+02
1.760E+00,4.762E+02
1.780E+00,4.815E+02
1.800E+00,4.869E+02
1.820E+00,4.922E+02
1.840E+00,4.975E+02
1.860E+00,5.028E+02
1.880E+00,5.082E+02
1.900E+00,5.135E+02
1.920E+00,5.188E+02
1.940E+00,5.242E+02
1.960E+00,5.295E+02
1.980E+00,5.348E+02
2.000E+00,5.402E+02
