#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,2.920E+02
4.000E-02,1.943E+02
6.000E-02,1.619E+02
8.000E-02,1.465E+02
1.000E-01,1.379E+02
1.200E-01,1.326E+02
1.400E-01,1.293E+02
1.600E-01,1.271E+02
1.800E-01,1.256E+02
2.000E-01,1.246E+02
2.200E-01,1.240E+02
2.400E-01,1.237E+02
2.600E-01,1.235E+02
2.800E-01,1.234E+02
3.000E-01,1.235E+02
3.200E-01,1.236E+02
3.400E-01,1.238E+02
3.600E-01,1.240E+02
3.800E-01,1.243E+02
4.000E-01,1.245E+02
4.200E-01,1.248E+02
4.400E-01,1.251E+02
4.600E-01,1.254E+02
4.800E-01,1.258E+02
5.000E-01,1.261E+02
5.200E-01,1.264E+02
5.400E-01,1.267E+02
5.600E-01,1.271E+02
5.800E-01,1.274E+02
6.000E-01,1.277E+02
6.200E-01,1.280E+02
6.400E-01,1.283E+02
6.600E-01,1.287E+02
6.800E-01,1.290E+02
7.000E-01,1.293E+02
7.200E-01,1.296E+02
7.400E-01,1.299E+02
7.600E-01,1.302E+02
7.800E-01,1.304E+02
8.000E-01,1.307E+02
8.200E-01,1.310E+02
8.400E-01,1.313E+02
8.600E-01,1.316E+02
8.800E-01,1.318E+02
9.000E-01,1.321E+02
9.200E-01,1.323E+02
9.400E-01,1.326E+02
9.600E-01,1.328E+02
9.800E-01,1.331E+02
1.000E+00,1.333E+02
1.020E+00,1.336E+02
1.040E+00,1.339E+02
1.060E+00,1.341E+02
1.080E+00,1.343E+02
1.100E+00,1.346E+02
1.120E+00,1.348E+02
1.140E+00,1.350E+02
1.160E+00,1.352E+02
1.180E+00,1.355E+02
1.200E+00,1.357E+02
1.220E+00,1.359E+02
1.240E+00,1.361E+02
1.260E+00,1.363E+02
1.280E+00,1.365E+02
1.300E+00,1.367E+02
1.320E+00,1.369E+02
1.340E+00,1.371E+02
1.360E+00,1.373E+02
1.380E+00,1.375E+02
1.400E+00,1.377E+02
1.420E+00,1.379E+02
1.440E+00,1.381E+02
1.460E+00,1.382E+02
1.480E+00,1.384E+02
1.500E+00,1.386E+02
1.520E+00,1.388E+02
1.540E+00,1.389E+02
1.560E+00,1.391E+02
1.580E+00,1.393E+02
1.600E+00,1.394E+02
1.620E+00,1.396E+02
1.640E+00,1.398E+02
1.660E+00,1.399E+02
1.680E+00,1.401E+02
1.700E+00,1.402E+02
1.720E+00,1.404E+02
1.740E+00,1.405E+02
1.760E+00,1.407E+02
1.780E+00,1.408E+02
1.800E+00,1.410E+02
1.820E+00,1.411E+02
1.840E+00,1.413E+02
1.860E+00,1.414E+02
1.880E+00,1.416E+02
1.900E+00,1.417E+02
1.920E+00,1.418E+02
1.940E+00,1.420E+02
1.960E+00,1.421E+02
1.980E+00,1.422E+02
2.000E+00,1.424E+02
